"date","ppt","tmin","tmean","tmax","lat","lon","site_name"
"2023-03-24",1.12,6.5,12.3,18.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-25",0,6.9,12.5,18.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-26",0,6.1,12.7,19.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-27",0,5.8,12.1,18.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-28",0,8.4,14.8,21.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-29",0,8.1,16.7,25.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-30",0,9.1,17.4,25.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-03-31",0,6.6,11.6,16.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-01",0,6.6,13.3,20,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-02",0,9.2,17.6,26,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-03",0,10.2,17.6,25,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-04",0,8.1,16.5,25,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-05",0,4.7,9.6,14.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-06",0,4.7,11.8,19,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-07",0,8.1,16.8,25.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-08",0,10.2,18.4,26.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-09",0,11,19.1,27.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-10",0,14.3,22.5,30.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-11",0,17.4,26.1,34.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-12",0,17.9,26.6,35.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-13",0,16.6,23.7,30.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-14",0,13.3,19.5,25.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-15",0,12.1,17.7,23.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-16",0,12.4,20.5,28.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-17",0,14.6,22.6,30.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-18",0,14.8,22.7,30.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-19",0,15.5,21.4,27.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-20",0,13,19,25,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-21",0,13,20.5,27.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-22",0,14.4,22.1,29.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-23",0,15.9,23.9,31.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-24",0,17,24.4,31.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-25",0,17.6,24.1,30.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-26",0,17.3,23.6,29.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-27",0,16.4,23.3,30.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-28",0,16.6,24.7,32.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-29",0,17.5,26.5,35.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-04-30",0,18.9,27.2,35.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-01",0,18.8,27.7,36.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-02",0,16.7,24.7,32.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-03",0,16.2,23.2,30.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-04",0,15.7,22.6,29.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-05",0,13.5,19.1,24.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-06",0,13.4,19.2,25,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-07",0,13.5,20.4,27.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-08",0,14.3,21.8,29.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-09",0,15.8,23.4,31.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-10",0,16.4,23.8,31.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-11",0,14.5,19.4,24.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-12",0,14.5,22.1,29.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-13",0,17.6,25.5,33.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-14",0,19.8,27.1,34.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-15",0,24,29.9,35.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-16",0,24.9,30.7,36.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-17",0,23,29.9,36.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-18",2.78,21.9,28.5,35.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-19",0.55,21.4,28,34.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-20",0,20.3,25.8,31.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-21",0,19.9,27,34.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-22",0,21.7,28.7,35.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-23",0,22,28.8,35.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-24",0,21.2,28.4,35.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-25",0,20.6,27.5,34.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-26",0,19.8,27.1,34.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-27",0,19.3,26.3,33.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-28",0,18.8,26,33.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-29",0,19,26.7,34.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-30",0,19.8,27.3,34.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-05-31",0,18.9,26.6,34.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-01",0,17.8,24.4,31,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-02",0,18.1,24.5,30.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-03",0,19.2,25.8,32.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-04",0,20.9,28.3,35.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-05",0,22.4,29.8,37.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-06",0,20.1,29,37.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-07",0,18.9,26.9,34.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-08",0,18.1,25.5,32.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-09",0,18.4,25.5,32.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-10",0,19,26,33.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-11",0,19.5,27.4,35.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-12",0,19.5,25.7,31.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-13",0,18.9,24.7,30.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-14",0,19.7,26.2,32.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-15",0,20.2,27.4,34.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-16",0,21.6,28.1,34.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-17",0,21.8,28.9,36,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-18",0,22.2,29.6,37.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-19",0,23.3,30.9,38.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-20",0,23.3,30.2,37.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-21",0,22.8,29.7,36.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-22",0,22.1,30,37.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-23",0,21.7,29.6,37.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-24",0,19.5,27.2,34.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-25",0,20,28.6,37.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-26",0,22.8,31.4,39.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-27",0,23.9,32.3,40.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-28",0,23.9,31.6,39.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-29",0,23.5,31,38.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-06-30",0,22.7,30.3,38,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-01",0,21.8,31.1,40.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-02",0,24.7,33.5,42.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-03",0,25.5,34.1,42.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-04",0,26.4,34.9,43.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-05",0,26.6,34,41.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-06",0,25.6,33,40.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-07",0,25.7,34.2,42.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-08",0,26,33.6,41.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-09",0,26,33.7,41.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-10",0,27.1,34.2,41.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-11",0,29,34.7,40.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-12",0,31,35.6,40.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-13",0,31,35.7,40.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-14",0,30.8,36.4,42.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-15",0,30.5,37,43.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-16",0,30.4,37.7,44.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-17",0,31.9,37.2,42.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-18",0,31.6,37.6,43.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-19",0,31,37.6,44.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-20",0,30.5,37.7,44.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-21",0,29.3,37.1,44.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-22",0,30.2,36.8,43.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-23",0,30.6,37.5,44.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-24",0,30.1,36,41.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-25",0,31.4,37.6,43.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-26",0,30.9,37.7,44.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-27",3.81,26.8,35.8,44.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-28",0,28.9,35.8,42.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-29",0,31.4,37.3,43.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-30",0,31.6,37.3,43,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-07-31",0.39,26.9,34.1,41.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-01",0.53,26.6,32.5,38.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-02",0,27.9,33.6,39.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-03",0,29.9,35.1,40.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-04",0,27.8,34.5,41.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-05",0,27.3,34.9,42.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-06",0,28,35.5,42.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-07",0,29.2,35.4,41.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-08",0.98,31.2,35.8,40.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-09",0.36,27.9,33.6,39.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-10",0,30.3,34.9,39.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-11",0,29.6,34.2,38.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-12",0,29.1,33.8,38.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-13",0,28.8,33.7,38.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-14",0,28.5,34.1,39.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-15",0,28.7,33.6,38.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-16",0.72,29.8,35.3,40.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-17",1.17,29.7,36,42.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-18",0,29.1,35.9,42.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-19",0,29,33.8,38.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-20",0,27,30,32.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-21",1.02,25.5,31,36.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-22",2.34,23.8,27.9,32.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-23",0,24.5,31.4,38.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-24",0,29,33.9,38.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-25",0,29.2,33.9,38.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-26",0,29.3,35.4,41.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-27",0,31.1,36.6,42.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-28",0.54,30.5,36.6,42.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-29",0,30.9,37.6,44.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-30",0,31.5,37.2,43,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-08-31",0,31.1,36.4,41.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-01",10.07,23.2,31.6,40.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-02",0.62,24.6,27.1,29.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-03",0,24.9,29.6,34.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-04",0,24.6,30.3,36,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-05",0,24,30,36.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-06",0,23.5,30.1,36.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-07",0,23.7,31,38.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-08",0,24.3,32,39.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-09",0,27.1,34.1,41.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-10",0,28.8,35.9,43,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-11",0,28.7,35.5,42.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-12",0,28.5,33.4,38.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-13",9.2,23.3,29.2,35.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-14",0.46,23.5,28.4,33.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-15",0,23.7,29.6,35.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-16",0,23.7,30.3,36.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-17",0,23.5,30.8,38.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-18",0,23.5,30.8,38,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-19",0,21.7,28.7,35.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-20",0,20.9,27.8,34.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-21",0,20.6,27.5,34.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-22",0,19.9,26.9,33.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-23",0,21.8,27.9,34.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-24",0,21.6,27.3,33,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-25",0,21.3,28.2,35.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-26",0,21.6,29.1,36.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-27",0,21.9,30,38.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-28",0,21.7,29.8,37.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-29",0,21.2,28.7,36.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-09-30",0,20.6,28,35.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-01",0,19.3,26.8,34.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-02",0,16.9,22.5,28.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-03",0,16.5,22,27.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-04",0,16.9,23,29.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-05",0,18.3,25.4,32.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-06",0,21.7,28.7,35.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-07",0,23.2,30.5,37.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-08",0,25,30.7,36.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-09",0,24.3,30.2,36.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-10",0,22.4,28.9,35.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-11",0,21.2,27.4,33.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-12",0,17.3,24.2,31,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-13",0,16.6,23.1,29.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-14",0,17.3,23.7,30.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-15",0,18.6,25.2,31.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-16",0,20,28.3,36.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-17",0,23.3,30.7,38,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-18",0,20.6,28.2,35.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-19",0,21.5,28.8,36,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-20",0,22.4,30.4,38.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-21",0,22.4,30.1,37.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-22",0,20.1,28,35.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-23",0,18.9,26.3,33.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-24",0,18,23.5,28.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-25",0,16,21.8,27.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-26",0,15.4,20.9,26.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-27",0,16.6,21.5,26.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-28",0,16,22.1,28.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-29",0,12.6,19.7,26.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-30",0,12.8,18.6,24.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-10-31",0,12.3,18.7,25.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-01",0,12.6,18.9,25.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-02",0,13.6,20,26.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-03",0,13.4,20.8,28.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-04",0,13.5,21.4,29.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-05",0,14.4,22.3,30.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-06",0,14.9,23.6,32.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-07",0,15.3,23.3,31.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-08",0,14,21.6,29.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-09",0,11.7,18,24.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-10",0,11.8,18,24.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-11",0,10.9,17.3,23.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-12",0,13.1,19.1,25.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-13",0,14.6,20.7,26.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-14",0,17.9,23,28,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-15",0,18.2,23.3,28.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-16",0,17.9,23.3,28.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-17",0,14.8,19.3,23.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-18",3.43,15.5,20.5,25.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-19",4.75,14.4,18.3,22.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-20",0,11.1,15.8,20.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-21",0,10.6,16.6,22.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-22",0,12.2,18.1,24,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-23",0,10.6,17.1,23.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-24",0,9.3,15,20.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-25",0,9.6,14.6,19.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-26",0,7.7,13.1,18.4,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-27",0,7.6,13.9,20.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-28",0,11.7,17,22.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-29",0,11.1,17.4,23.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-11-30",0,9.9,15.1,20.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-01",3.21,8.7,12.2,15.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-02",0,7.4,11.6,15.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-03",0,6.3,11.5,16.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-04",0,7.2,12.6,18,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-05",0,7.1,12.9,18.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-06",0,11.8,19.4,27.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-07",0,10.6,18.7,26.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-08",0,8.6,15.6,22.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-09",0,7.4,13.6,19.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-10",0,6.9,12.5,18.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-11",0,8,14.3,20.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-12",0,8.9,15.5,22.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-13",0,6,13.4,20.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-14",0,5.2,12.1,19.1,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-15",0,5.3,12.2,19.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-16",0,9.2,16.5,23.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-17",0,11.8,18.2,24.6,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-18",0,11.1,18.3,25.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-19",0,13.4,18.3,23.3,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-20",0.6,13.7,18.2,22.7,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-21",1.21,12.1,16.9,21.8,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-22",2.27,12.1,17.8,23.5,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-23",19.96,10.7,13,15.2,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
"2023-12-24",0.34,7.7,10.3,12.9,33.6493,-111.8585,"Gateway, Bajada Nature Trail"
