PRISM Time Series Data
Location:  Lat: 33.6493   Lon: -111.8585   Elev: 529m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2016-01-01 - 2024-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2019-03-31,0.00,11.6,19.1,26.5
2019-04-01,0.00,11.6,18.5,25.5
2019-04-02,0.00,13.3,20.2,27.2
2019-04-03,0.00,13.1,20.4,27.7
2019-04-04,0.00,13.1,18.4,23.7
2019-04-05,0.00,13.4,19.7,26.1
2019-04-06,0.00,13.2,19.6,26.0
2019-04-07,0.00,14.9,20.0,25.0
2019-04-08,0.00,14.5,22.2,29.8
2019-04-09,0.00,16.4,25.1,33.7
2019-04-10,0.00,16.1,24.6,33.1
2019-04-11,0.00,13.7,17.9,22.1
2019-04-12,0.00,12.8,17.9,23.0
2019-04-13,0.00,11.1,16.3,21.6
2019-04-14,0.00,11.5,18.1,24.6
2019-04-15,0.00,12.9,20.1,27.3
2019-04-16,0.00,15.2,22.0,28.8
2019-04-17,1.17,12.9,18.9,25.0
2019-04-18,0.00,12.5,18.2,23.8
2019-04-19,0.00,13.5,22.7,31.8
2019-04-20,0.00,16.8,25.9,35.1
2019-04-21,0.00,18.9,25.4,31.9
2019-04-22,0.00,15.8,22.5,29.2
2019-04-23,0.00,15.4,21.9,28.4
2019-04-24,0.00,15.9,21.7,27.6
2019-04-25,0.00,15.5,23.9,32.2
2019-04-26,0.00,18.5,26.9,35.4
2019-04-27,0.00,19.4,27.7,36.0
2019-04-28,0.00,19.9,26.9,33.9
2019-04-29,0.00,20.7,27.0,33.3
2019-04-30,2.48,15.2,21.4,27.7
2019-05-01,0.00,15.1,20.3,25.5
2019-05-02,0.00,15.6,22.1,28.5
2019-05-03,0.00,15.3,21.8,28.4
2019-05-04,0.00,15.9,24.2,32.4
2019-05-05,0.00,17.2,24.9,32.6
2019-05-06,0.00,17.3,24.8,32.2
2019-05-07,0.00,16.5,22.1,27.7
2019-05-08,1.46,14.1,19.0,23.9
2019-05-09,5.59,15.4,21.7,27.9
2019-05-10,0.00,15.8,22.5,29.2
2019-05-11,0.00,16.6,22.0,27.3
2019-05-12,0.33,17.2,22.8,28.4
2019-05-13,0.27,16.9,21.6,26.4
2019-05-14,0.00,17.5,24.2,30.9
2019-05-15,0.00,20.5,27.7,34.9
2019-05-16,0.00,20.9,27.9,34.8
2019-05-17,0.00,15.7,23.8,31.9
2019-05-18,0.00,14.6,19.7,24.9
2019-05-19,0.00,14.3,21.2,28.1
2019-05-20,0.00,15.4,20.1,24.9
2019-05-21,1.60,11.6,16.1,20.6
2019-05-22,0.00,11.6,18.4,25.2
2019-05-23,2.03,11.1,16.1,21.1
2019-05-24,0.00,11.9,17.2,22.4
2019-05-25,0.00,13.2,21.0,28.7
2019-05-26,0.00,14.7,22.8,30.9
2019-05-27,0.00,16.9,21.9,27.0
2019-05-28,0.00,13.9,18.9,24.0
2019-05-29,0.00,13.0,20.2,27.4
2019-05-30,0.00,15.6,23.0,30.3
2019-05-31,0.00,19.0,26.3,33.6
2019-06-01,0.00,19.8,27.4,34.9
2019-06-02,0.00,20.8,27.5,34.2
2019-06-03,0.00,21.9,27.3,32.7
2019-06-04,0.00,21.9,28.1,34.4
2019-06-05,0.00,22.4,28.7,35.1
2019-06-06,0.00,22.6,29.6,36.6
2019-06-07,0.00,25.1,30.9,36.7
2019-06-08,0.00,23.2,29.6,36.0
2019-06-09,0.00,21.4,28.2,35.0
2019-06-10,0.00,23.3,30.9,38.5
2019-06-11,0.00,25.5,32.9,40.2
2019-06-12,0.00,24.8,32.4,40.0
2019-06-13,0.00,25.9,33.8,41.6
2019-06-14,0.00,25.4,32.3,39.2
2019-06-15,0.00,24.1,30.8,37.5
2019-06-16,0.00,24.2,30.9,37.7
2019-06-17,0.00,25.3,31.8,38.2
2019-06-18,0.00,25.6,31.6,37.6
2019-06-19,0.00,22.6,29.9,37.2
2019-06-20,0.00,23.0,30.1,37.2
2019-06-21,0.00,23.1,30.1,37.1
2019-06-22,0.00,24.6,30.7,36.8
2019-06-23,0.00,23.9,29.4,34.9
2019-06-24,0.00,22.4,29.0,35.6
2019-06-25,0.00,22.0,29.8,37.6
2019-06-26,0.00,22.2,29.9,37.7
2019-06-27,0.00,24.0,30.5,37.1
2019-06-28,0.00,24.6,31.2,37.7
2019-06-29,0.00,24.5,33.0,41.5
2019-06-30,0.00,28.5,35.4,42.2
2019-07-01,0.00,28.1,34.9,41.7
2019-07-02,0.00,28.0,34.6,41.2
2019-07-03,0.00,26.9,33.4,40.0
2019-07-04,0.00,26.1,32.5,38.8
2019-07-05,0.00,25.6,32.2,38.8
2019-07-06,0.00,26.1,32.3,38.4
2019-07-07,0.00,27.0,33.1,39.3
2019-07-08,0.00,25.2,32.2,39.2
2019-07-09,0.00,24.0,31.1,38.1
2019-07-10,0.00,23.9,31.4,38.9
2019-07-11,0.00,26.4,34.4,42.3
2019-07-12,0.00,30.8,37.6,44.3
2019-07-13,0.00,32.8,37.5,42.2
2019-07-14,0.00,31.7,36.8,41.8
2019-07-15,0.00,30.7,36.2,41.7
2019-07-16,0.00,30.8,37.0,43.3
2019-07-17,0.00,30.8,37.0,43.3
2019-07-18,0.00,29.2,34.0,38.8
2019-07-19,0.00,29.2,34.4,39.7
2019-07-20,0.00,28.8,34.6,40.4
2019-07-21,0.00,28.4,34.5,40.6
2019-07-22,0.00,29.7,35.5,41.2
2019-07-23,1.10,26.3,32.7,38.9
2019-07-24,1.77,27.8,33.9,40.0
2019-07-25,0.00,26.0,31.9,37.8
2019-07-26,0.00,30.2,35.1,40.1
2019-07-27,0.00,30.9,36.3,41.6
2019-07-28,0.00,32.4,37.6,42.9
2019-07-29,0.00,32.3,37.3,42.3
2019-07-30,0.00,31.3,36.3,41.3
2019-07-31,6.71,24.8,32.2,39.5
2019-08-01,0.00,25.3,29.6,34.0
2019-08-02,0.00,27.3,32.9,38.5
2019-08-03,0.00,30.5,36.1,41.7
2019-08-04,4.75,27.7,35.2,42.7
2019-08-05,0.00,27.9,34.8,41.8
2019-08-06,0.00,31.0,37.5,44.0
2019-08-07,0.00,30.3,33.8,37.4
2019-08-08,0.00,28.6,34.0,39.4
2019-08-09,0.00,28.5,34.3,40.2
2019-08-10,0.00,28.4,32.1,35.7
2019-08-11,0.00,27.9,32.6,37.4
2019-08-12,0.00,27.3,32.4,37.4
2019-08-13,0.00,26.3,32.9,39.5
2019-08-14,0.00,25.4,33.3,41.2
2019-08-15,0.00,26.9,35.1,43.4
2019-08-16,0.00,27.5,35.5,43.5
2019-08-17,0.00,28.0,34.6,41.3
2019-08-18,0.00,28.2,34.4,40.6
2019-08-19,0.00,25.4,31.8,38.2
2019-08-20,0.00,25.3,33.2,41.2
2019-08-21,0.00,26.8,35.1,43.5
2019-08-22,0.00,27.6,35.6,43.5
2019-08-23,0.00,28.0,34.4,40.8
2019-08-24,0.00,27.9,33.2,38.5
2019-08-25,0.00,28.0,32.5,37.0
2019-08-26,0.00,27.7,32.6,37.5
2019-08-27,0.00,30.0,35.1,40.2
2019-08-28,0.00,31.0,36.7,42.4
2019-08-29,9.03,24.2,32.7,41.2
2019-08-30,0.00,26.0,32.3,38.6
2019-08-31,0.00,28.6,34.9,41.3
2019-09-01,0.00,29.6,34.9,40.2
2019-09-02,0.41,27.6,33.9,40.2
2019-09-03,0.00,27.7,33.6,39.5
2019-09-04,0.00,28.5,34.9,41.2
2019-09-05,0.00,30.4,36.2,42.1
2019-09-06,0.00,29.9,35.6,41.2
2019-09-07,0.00,29.7,34.9,40.1
2019-09-08,0.00,29.2,34.4,39.6
2019-09-09,0.00,27.0,31.8,36.6
2019-09-10,0.00,26.1,30.8,35.4
2019-09-11,0.00,25.9,30.6,35.4
2019-09-12,0.00,24.6,29.2,33.7
2019-09-13,0.00,23.8,30.7,37.6
2019-09-14,0.00,24.8,32.3,39.9
2019-09-15,3.46,25.9,31.9,37.9
2019-09-16,0.00,25.7,30.1,34.5
2019-09-17,0.00,23.5,29.1,34.6
2019-09-18,0.00,23.2,28.7,34.1
2019-09-19,0.00,24.8,30.8,36.7
2019-09-20,0.00,23.0,29.7,36.5
2019-09-21,0.00,20.6,27.0,33.4
2019-09-22,0.00,20.1,26.4,32.8
2019-09-23,1.96,19.3,26.9,34.5
2019-09-24,44.47,19.4,24.6,29.9
2019-09-25,0.00,19.7,24.6,29.4
2019-09-26,0.00,21.0,25.8,30.6
2019-09-27,2.15,20.8,25.2,29.7
2019-09-28,0.00,20.2,24.3,28.5
2019-09-29,0.00,20.3,26.0,31.6
2019-09-30,0.00,19.3,24.7,30.1
2019-10-01,0.00,17.6,23.9,30.2
2019-10-02,0.00,17.4,23.7,29.9
2019-10-03,0.00,17.8,24.6,31.3
2019-10-04,0.00,18.6,26.1,33.7
2019-10-05,0.00,19.7,26.2,32.6
2019-10-06,0.00,18.4,25.7,33.1
2019-10-07,0.00,18.2,25.7,33.2
2019-10-08,0.00,18.2,26.4,34.6
2019-10-09,0.00,19.3,26.5,33.6
2019-10-10,0.00,19.0,25.6,32.2
2019-10-11,0.00,18.6,24.3,29.9
2019-10-12,0.00,17.2,23.3,29.3
2019-10-13,0.00,16.2,23.1,30.1
2019-10-14,0.00,15.7,23.2,30.7
2019-10-15,0.00,17.7,23.6,29.6
2019-10-16,0.00,18.1,24.9,31.6
2019-10-17,0.00,18.9,26.3,33.7
2019-10-18,0.00,19.8,26.3,32.7
2019-10-19,0.00,15.2,21.4,27.6
2019-10-20,0.00,14.3,21.0,27.7
2019-10-21,0.00,13.1,20.7,28.3
2019-10-22,0.00,13.2,21.0,28.8
2019-10-23,0.00,15.1,23.1,31.0
2019-10-24,0.00,15.3,22.9,30.6
2019-10-25,0.00,18.2,22.9,27.5
2019-10-26,0.00,13.8,20.4,26.9
2019-10-27,0.00,12.2,19.7,27.3
2019-10-28,0.00,14.4,21.4,28.3
2019-10-29,0.00,8.1,14.7,21.3
2019-10-30,0.00,8.1,14.8,21.6
2019-10-31,0.00,6.5,13.0,19.5
2019-11-01,0.00,5.9,14.6,23.4
2019-11-02,0.00,7.4,16.3,25.1
2019-11-03,0.00,11.3,20.3,29.3
2019-11-04,0.00,12.6,20.2,27.9
2019-11-05,0.00,12.5,20.6,28.8
2019-11-06,0.00,14.2,22.1,29.9
2019-11-07,0.00,15.1,21.6,28.1
2019-11-08,0.00,14.2,21.5,28.8
2019-11-09,0.00,16.9,23.1,29.4
2019-11-10,0.00,16.2,22.3,28.3
2019-11-11,0.00,15.8,22.4,28.9
2019-11-12,0.00,15.3,21.9,28.5
2019-11-13,0.00,13.2,19.6,26.0
2019-11-14,0.00,12.2,18.3,24.5
2019-11-15,0.00,11.8,19.2,26.5
2019-11-16,0.00,12.9,20.3,27.6
2019-11-17,0.00,11.8,18.7,25.6
2019-11-18,0.00,11.4,20.1,28.8
2019-11-19,0.00,12.2,19.8,27.4
2019-11-20,7.08,14.7,19.4,24.0
2019-11-21,22.21,11.3,14.9,18.5
2019-11-22,5.01,10.1,12.4,14.6
2019-11-23,0.00,8.6,12.9,17.2
2019-11-24,0.00,8.1,14.4,20.6
2019-11-25,0.00,8.1,14.7,21.2
2019-11-26,0.00,7.9,12.9,17.9
2019-11-27,0.00,4.8,9.6,14.4
2019-11-28,0.59,5.8,12.0,18.2
2019-11-29,14.03,10.0,14.1,18.3
2019-11-30,6.68,6.5,9.4,12.4
2019-12-01,0.00,4.9,9.5,14.1
2019-12-02,0.00,5.4,12.0,18.6
2019-12-03,0.00,8.0,13.6,19.2
2019-12-04,0.00,7.6,12.8,17.9
2019-12-05,0.00,12.9,17.0,21.1
2019-12-06,0.00,11.1,15.3,19.5
2019-12-07,0.00,10.0,15.3,20.5
2019-12-08,6.44,10.4,15.1,19.8
2019-12-09,1.75,11.8,13.4,15.0
2019-12-10,1.65,8.0,12.8,17.5
2019-12-11,0.00,7.7,13.0,18.3
2019-12-12,0.00,8.0,13.6,19.1
2019-12-13,0.00,6.9,12.7,18.5
2019-12-14,0.00,7.4,13.3,19.2
2019-12-15,0.00,8.3,13.8,19.2
2019-12-16,0.00,5.5,11.0,16.6
2019-12-17,0.00,4.4,9.7,15.0
2019-12-18,0.00,6.8,11.1,15.4
2019-12-19,0.00,5.2,10.9,16.5
2019-12-20,0.00,4.5,10.5,16.4
2019-12-21,0.00,4.1,11.3,18.4
2019-12-22,0.00,7.2,14.0,20.7
2019-12-23,0.00,9.0,14.8,20.7
2019-12-24,1.84,10.9,14.5,18.1
2019-12-25,13.78,9.6,10.9,12.2
2019-12-26,7.25,5.9,9.0,12.0
2019-12-27,6.81,5.9,10.4,15.0
2019-12-28,8.50,7.2,7.9,8.5
2019-12-29,0.00,0.4,5.4,10.3
2019-12-30,0.00,-0.1,4.8,9.7
2019-12-31,0.00,3.6,7.7,11.8
2020-01-01,0.00,4.5,9.2,14.0
2020-01-02,0.00,3.1,8.4,13.7
2020-01-03,0.00,4.5,10.4,16.4
2020-01-04,0.00,4.1,10.3,16.5
2020-01-05,0.00,4.5,11.8,19.2
2020-01-06,0.00,4.5,12.1,19.8
2020-01-07,0.00,5.1,12.6,20.1
2020-01-08,0.00,5.5,13.4,21.3
2020-01-09,0.00,4.9,11.3,17.8
2020-01-10,0.00,6.1,10.8,15.5
2020-01-11,0.00,3.8,10.2,16.5
2020-01-12,0.00,3.1,8.8,14.5
2020-01-13,0.00,2.7,9.6,16.6
2020-01-14,0.00,3.7,11.0,18.3
2020-01-15,0.00,4.7,12.1,19.5
2020-01-16,0.00,6.7,12.6,18.5
2020-01-17,0.00,7.3,12.9,18.5
2020-01-18,0.00,5.4,11.0,16.6
2020-01-19,0.00,5.8,13.4,20.9
2020-01-20,0.00,7.8,15.6,23.3
2020-01-21,0.40,13.1,17.5,21.9
2020-01-22,1.50,11.1,11.8,12.5
2020-01-23,0.00,8.0,12.5,17.0
2020-01-24,0.00,7.6,14.0,20.3
2020-01-25,0.00,7.7,14.4,21.1
2020-01-26,0.00,7.3,14.4,21.4
2020-01-27,0.00,7.9,14.3,20.7
2020-01-28,0.00,8.7,15.1,21.6
2020-01-29,0.00,7.6,13.6,19.7
2020-01-30,0.00,7.1,12.1,17.1
2020-01-31,0.00,8.3,13.7,19.0
2020-02-01,0.00,6.7,14.0,21.3
2020-02-02,0.00,7.8,16.1,24.4
2020-02-03,0.00,9.2,16.5,23.7
2020-02-04,0.00,1.8,8.8,15.8
2020-02-05,0.00,0.8,6.0,11.2
2020-02-06,0.00,1.0,6.2,11.3
2020-02-07,0.00,1.5,7.5,13.6
2020-02-08,0.00,3.7,10.6,17.6
2020-02-09,0.00,4.5,12.6,20.6
2020-02-10,0.00,8.9,15.2,21.5
2020-02-11,28.99,8.5,14.6,20.6
2020-02-12,0.00,4.7,9.8,14.9
2020-02-13,0.00,4.5,10.1,15.7
2020-02-14,0.00,4.7,11.6,18.4
2020-02-15,0.00,7.4,13.7,20.0
2020-02-16,0.00,6.8,13.6,20.5
2020-02-17,0.00,6.7,14.0,21.2
2020-02-18,0.00,7.5,14.9,22.2
2020-02-19,0.00,9.1,16.2,23.3
2020-02-20,0.00,9.9,16.9,23.9
2020-02-21,0.00,9.4,17.3,25.2
2020-02-22,8.24,15.6,19.1,22.6
2020-02-23,21.21,10.1,14.1,18.1
2020-02-24,0.00,7.8,11.9,16.1
2020-02-25,0.00,7.3,13.5,19.6
2020-02-26,0.00,7.5,13.0,18.5
2020-02-27,0.00,5.7,12.1,18.5
2020-02-28,0.00,6.6,14.7,22.7
2020-02-29,0.00,10.1,16.9,23.7
2020-03-01,0.00,9.3,16.3,23.3
2020-03-02,0.00,9.7,15.8,21.9
2020-03-03,1.40,8.8,13.1,17.3
2020-03-04,0.00,9.0,16.0,23.0
2020-03-05,0.00,8.8,15.3,21.7
2020-03-06,0.00,10.1,19.1,28.0
2020-03-07,0.00,15.9,21.6,27.4
2020-03-08,0.00,14.0,20.2,26.5
2020-03-09,0.00,12.0,16.8,21.5
2020-03-10,0.97,10.8,16.8,22.7
2020-03-11,9.54,14.7,18.2,21.6
2020-03-12,18.45,15.4,16.9,18.4
2020-03-13,22.31,10.6,15.7,20.8
2020-03-14,9.70,10.0,13.5,17.1
2020-03-15,0.00,9.4,14.9,20.4
2020-03-16,0.00,11.1,16.9,22.8
2020-03-17,0.00,11.3,17.5,23.7
2020-03-18,0.00,12.3,17.0,21.6
2020-03-19,11.11,8.9,13.4,17.9
2020-03-20,0.00,7.7,11.9,16.1
2020-03-21,0.00,7.9,13.8,19.6
2020-03-22,0.00,10.1,15.6,21.2
2020-03-23,0.00,10.4,16.0,21.5
2020-03-24,0.00,10.9,16.7,22.5
2020-03-25,0.00,10.2,16.7,23.2
2020-03-26,0.00,11.0,16.9,22.7
2020-03-27,0.00,10.2,14.6,19.0
2020-03-28,0.00,6.7,11.4,16.0
2020-03-29,0.00,6.5,12.9,19.4
2020-03-30,0.00,9.5,16.0,22.6
2020-03-31,0.00,8.8,16.1,23.4
2020-04-01,0.00,11.5,18.7,25.8
2020-04-02,0.00,14.3,20.6,27.0
2020-04-03,0.00,13.0,19.5,26.0
2020-04-04,0.00,12.5,19.5,26.4
2020-04-05,0.00,13.3,19.6,26.0
2020-04-06,0.00,13.1,19.9,26.7
2020-04-07,0.00,12.7,19.3,25.9
2020-04-08,0.00,12.2,19.2,26.1
2020-04-09,0.00,11.1,18.5,25.9
2020-04-10,0.00,9.7,15.2,20.7
2020-04-11,0.00,9.7,16.5,23.3
2020-04-12,0.00,10.8,15.2,19.7
2020-04-13,0.00,10.2,16.1,22.0
2020-04-14,1.78,12.3,17.4,22.5
2020-04-15,0.00,10.8,17.7,24.7
2020-04-16,0.00,10.6,18.4,26.3
2020-04-17,0.00,11.7,19.4,27.2
2020-04-18,0.00,12.5,20.6,28.6
2020-04-19,0.00,13.2,18.5,23.7
2020-04-20,0.00,13.0,19.6,26.1
2020-04-21,0.00,15.5,21.8,28.1
2020-04-22,0.00,14.5,20.0,25.5
2020-04-23,0.00,14.6,22.8,31.0
2020-04-24,0.00,17.0,25.4,33.7
2020-04-25,0.00,18.0,26.2,34.4
2020-04-26,0.00,18.7,27.3,35.9
2020-04-27,0.00,19.4,28.0,36.6
2020-04-28,0.00,20.4,28.2,35.9
2020-04-29,0.00,20.1,28.2,36.3
2020-04-30,0.00,21.4,29.6,37.8
2020-05-01,0.00,20.0,28.0,36.0
2020-05-02,0.00,19.9,27.9,35.9
2020-05-03,0.00,19.7,27.2,34.8
2020-05-04,0.00,19.4,26.5,33.6
2020-05-05,0.00,18.4,26.8,35.2
2020-05-06,0.00,20.8,29.2,37.6
2020-05-07,0.00,20.6,29.4,38.3
2020-05-08,0.00,20.2,29.4,38.7
2020-05-09,0.00,21.4,29.2,37.0
2020-05-10,0.00,23.7,29.9,36.1
2020-05-11,0.70,23.5,29.4,35.3
2020-05-12,0.00,21.8,28.3,34.8
2020-05-13,0.00,19.6,26.0,32.4
2020-05-14,0.00,18.7,24.5,30.3
2020-05-15,0.00,18.5,24.4,30.3
2020-05-16,0.00,18.3,25.2,32.1
2020-05-17,0.00,20.7,27.8,34.9
2020-05-18,0.00,20.1,27.9,35.7
2020-05-19,0.00,19.4,27.5,35.6
2020-05-20,0.00,16.0,23.2,30.4
2020-05-21,0.00,14.5,21.2,27.9
2020-05-22,0.00,14.9,23.1,31.2
2020-05-23,0.00,17.3,24.9,32.5
2020-05-24,0.00,19.0,25.3,31.5
2020-05-25,0.00,19.4,25.8,32.3
2020-05-26,0.00,19.7,27.1,34.5
2020-05-27,0.00,20.7,29.1,37.5
2020-05-28,0.00,21.6,31.0,40.4
2020-05-29,0.00,25.0,33.1,41.1
2020-05-30,0.00,25.4,33.8,42.1
2020-05-31,0.00,26.6,33.9,41.2
2020-06-01,0.00,25.7,32.5,39.3
2020-06-02,0.00,25.9,32.2,38.4
2020-06-03,0.00,28.0,34.2,40.4
2020-06-04,0.00,28.1,34.8,41.6
2020-06-05,0.00,28.0,34.8,41.6
2020-06-06,0.00,22.0,30.2,38.4
2020-06-07,0.00,21.5,26.7,31.9
2020-06-08,0.00,22.1,27.5,33.0
2020-06-09,0.00,20.5,25.3,30.2
2020-06-10,0.00,19.2,26.1,33.1
2020-06-11,0.00,20.8,29.3,37.8
2020-06-12,0.00,22.0,31.3,40.5
2020-06-13,0.00,23.8,32.0,40.3
2020-06-14,0.00,21.9,30.3,38.6
2020-06-15,0.00,22.2,30.3,38.4
2020-06-16,0.00,23.6,31.1,38.5
2020-06-17,0.00,23.7,31.0,38.2
2020-06-18,0.00,24.0,30.5,37.0
2020-06-19,0.00,24.2,30.6,37.0
2020-06-20,0.00,22.6,29.9,37.1
2020-06-21,0.00,22.6,30.7,38.8
2020-06-22,0.00,24.0,32.2,40.4
2020-06-23,0.00,25.1,32.8,40.4
2020-06-24,0.00,25.0,32.8,40.5
2020-06-25,0.00,24.8,33.2,41.6
2020-06-26,0.00,26.8,33.5,40.3
2020-06-27,0.00,26.2,33.6,40.9
2020-06-28,0.00,26.8,33.0,39.2
2020-06-29,0.00,25.9,31.9,37.9
2020-06-30,0.00,23.4,29.2,35.0
2020-07-01,0.00,23.3,29.2,35.1
2020-07-02,0.00,23.6,30.7,37.7
2020-07-03,0.00,25.8,31.7,37.7
2020-07-04,0.00,27.8,33.2,38.5
2020-07-05,0.00,28.2,34.7,41.2
2020-07-06,0.00,26.8,34.7,42.5
2020-07-07,0.00,25.7,34.1,42.5
2020-07-08,0.00,25.7,33.7,41.8
2020-07-09,0.00,30.8,36.1,41.5
2020-07-10,0.00,30.8,36.0,41.2
2020-07-11,0.00,31.5,37.1,42.8
2020-07-12,0.00,31.9,38.2,44.5
2020-07-13,0.00,32.3,38.4,44.6
2020-07-14,0.00,31.3,36.9,42.5
2020-07-15,0.00,30.6,36.0,41.5
2020-07-16,0.00,30.0,35.6,41.1
2020-07-17,0.00,30.3,35.9,41.6
2020-07-18,0.00,30.4,35.4,40.4
2020-07-19,0.00,30.4,36.2,42.0
2020-07-20,0.00,31.7,36.5,41.2
2020-07-21,0.00,31.4,34.5,37.5
2020-07-22,0.00,30.5,35.6,40.7
2020-07-23,0.68,29.9,34.7,39.6
2020-07-24,0.00,27.0,30.8,34.5
2020-07-25,4.89,26.6,32.0,37.3
2020-07-26,0.00,26.9,32.6,38.3
2020-07-27,0.00,28.5,34.8,41.1
2020-07-28,0.00,30.3,36.0,41.6
2020-07-29,0.00,30.0,36.6,43.2
2020-07-30,0.00,29.8,37.0,44.1
2020-07-31,0.00,29.7,37.8,45.8
2020-08-01,0.00,30.6,37.8,44.9
2020-08-02,0.00,31.6,36.6,41.7
2020-08-03,0.00,30.9,35.8,40.6
2020-08-04,0.00,29.4,36.0,42.6
2020-08-05,0.00,28.9,35.0,41.1
2020-08-06,0.00,27.1,34.1,41.2
2020-08-07,0.00,26.2,33.4,40.7
2020-08-08,0.00,26.9,33.6,40.2
2020-08-09,0.00,27.6,34.6,41.6
2020-08-10,0.00,27.3,34.7,42.2
2020-08-11,0.00,27.1,34.6,42.1
2020-08-12,0.00,27.9,34.6,41.3
2020-08-13,0.00,29.3,35.7,42.2
2020-08-14,0.00,31.0,37.6,44.2
2020-08-15,0.00,30.1,37.6,45.0
2020-08-16,0.00,30.9,37.2,43.5
2020-08-17,0.00,30.8,37.4,43.9
2020-08-18,0.00,30.1,37.0,43.9
2020-08-19,0.00,31.3,37.3,43.3
2020-08-20,0.00,31.0,37.3,43.6
2020-08-21,5.16,27.4,34.7,41.9
2020-08-22,0.00,27.9,32.2,36.6
2020-08-23,0.00,29.5,34.5,39.5
2020-08-24,0.00,30.3,36.0,41.7
2020-08-25,0.00,31.2,37.7,44.1
2020-08-26,0.00,30.8,36.8,42.7
2020-08-27,0.00,30.3,36.3,42.3
2020-08-28,0.00,30.4,36.6,42.8
2020-08-29,0.00,30.4,36.4,42.4
2020-08-30,1.14,25.3,31.2,37.2
2020-08-31,1.05,23.5,30.3,37.1
2020-09-01,0.00,23.5,29.7,35.9
2020-09-02,0.00,27.3,32.0,36.7
2020-09-03,0.00,27.2,32.3,37.5
2020-09-04,0.00,26.5,33.5,40.4
2020-09-05,0.00,28.6,36.3,43.9
2020-09-06,0.00,30.5,37.3,44.1
2020-09-07,0.00,28.2,35.5,42.8
2020-09-08,0.00,27.7,34.0,40.4
2020-09-09,0.00,21.0,27.9,34.9
2020-09-10,0.00,19.1,24.8,30.5
2020-09-11,0.00,19.7,25.6,31.4
2020-09-12,0.00,21.6,26.8,31.9
2020-09-13,0.00,21.3,28.3,35.4
2020-09-14,0.00,24.0,30.8,37.6
2020-09-15,0.00,25.5,31.9,38.4
2020-09-16,0.00,24.7,31.4,38.2
2020-09-17,0.00,24.3,32.4,40.4
2020-09-18,0.00,25.5,32.8,40.2
2020-09-19,0.00,26.7,33.0,39.4
2020-09-20,0.00,25.6,31.9,38.1
2020-09-21,0.00,25.4,32.3,39.2
2020-09-22,0.00,26.2,32.2,38.2
2020-09-23,0.00,24.5,30.6,36.6
2020-09-24,0.00,23.8,31.1,38.3
2020-09-25,0.00,23.7,31.4,39.0
2020-09-26,0.00,23.7,31.2,38.8
2020-09-27,0.00,22.8,30.0,37.3
2020-09-28,0.00,21.5,29.2,36.8
2020-09-29,0.00,22.7,30.2,37.7
2020-09-30,0.00,23.0,30.1,37.3
2020-10-01,0.00,22.8,30.6,38.3
2020-10-02,0.00,23.3,31.4,39.5
2020-10-03,0.00,21.9,30.6,39.4
2020-10-04,0.00,21.3,29.6,38.0
2020-10-05,0.00,21.5,29.8,38.2
2020-10-06,0.00,22.4,30.4,38.3
2020-10-07,0.00,21.8,29.9,38.0
2020-10-08,0.00,20.9,29.2,37.5
2020-10-09,0.00,21.3,28.7,36.1
2020-10-10,0.00,21.2,28.0,34.9
2020-10-11,0.00,19.5,26.5,33.4
2020-10-12,0.00,18.9,25.7,32.5
2020-10-13,0.00,20.0,27.7,35.5
2020-10-14,0.00,20.0,28.4,36.8
2020-10-15,0.00,18.7,27.4,36.0
2020-10-16,0.00,20.5,27.8,35.1
2020-10-17,0.00,21.0,29.3,37.5
2020-10-18,0.00,18.1,25.9,33.8
2020-10-19,0.00,18.2,25.9,33.6
2020-10-20,0.00,18.6,26.3,34.1
2020-10-21,0.00,18.6,26.2,33.8
2020-10-22,0.00,17.7,25.9,34.1
2020-10-23,0.00,18.3,25.3,32.3
2020-10-24,0.00,18.9,25.2,31.5
2020-10-25,0.00,18.9,23.8,28.7
2020-10-26,0.00,16.6,22.4,28.1
2020-10-27,0.00,9.0,13.4,17.8
2020-10-28,0.00,7.1,12.6,18.0
2020-10-29,0.00,7.1,13.3,19.6
2020-10-30,0.00,11.3,19.5,27.8
2020-10-31,0.00,15.4,22.3,29.2
2020-11-01,0.00,16.7,23.0,29.3
2020-11-02,0.00,19.0,26.2,33.4
2020-11-03,0.00,21.2,27.1,33.0
2020-11-04,0.00,18.0,25.2,32.4
2020-11-05,0.00,18.0,25.2,32.4
2020-11-06,0.00,20.4,27.6,34.7
2020-11-07,0.00,22.7,26.8,30.8
2020-11-08,0.00,10.4,17.3,24.2
2020-11-09,0.97,8.5,12.7,17.0
2020-11-10,0.00,6.0,10.5,15.0
2020-11-11,0.00,6.1,11.9,17.8
2020-11-12,0.00,6.2,13.2,20.3
2020-11-13,0.00,7.6,14.6,21.6
2020-11-14,0.00,8.5,15.7,23.0
2020-11-15,0.00,8.9,15.9,22.9
2020-11-16,0.00,10.3,18.7,27.1
2020-11-17,0.00,14.0,23.1,32.3
