"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
9672,504,975,"",1,2012-03-08,NA,"60"
9673,504,976,"",1,2012-03-08,NA,"59"
9674,504,977,"",1,2012-03-08,NA,"59"
9675,504,978,"",1,2012-03-08,NA,"60"
9676,504,979,"",1,2012-03-08,NA,"59"
9677,504,980,"",1,2012-03-08,NA,"59"
9678,504,981,"",1,2012-03-08,NA,"59"
9679,504,982,"",1,2012-03-08,NA,"59"
9680,504,983,"",1,2012-03-08,NA,"59"
9681,504,984,"",1,2012-03-08,NA,"59"
9682,504,985,"",1,2012-03-08,NA,"59"
9683,504,986,"",1,2012-03-08,NA,"59"
9684,504,987,"",1,2012-03-08,NA,"59"
9685,504,988,"",1,2012-03-08,NA,"59"
9686,504,989,"",1,2012-03-08,NA,"59"
9687,504,990,"",1,2012-03-08,NA,"60"
9688,504,991,"",1,2012-03-08,NA,"60"
9689,504,992,"",1,2012-03-08,NA,"59"
9690,504,993,"",1,2012-03-08,NA,"59"
9691,504,994,"",1,2012-03-08,NA,"59"
9692,504,995,"",1,2012-03-08,NA,"59"
9693,504,996,"",1,2012-03-08,NA,"59"
9694,504,997,"",1,2012-03-08,NA,"59"
9695,504,998,"",1,2012-03-08,NA,"60"
9696,504,999,"",1,2012-03-08,NA,"59"
9697,504,1000,"",1,2012-03-08,NA,"59"
9698,504,1001,"",1,2012-03-08,NA,"59"
9699,504,1002,"",1,2012-03-08,NA,"59"
9700,504,1003,"",1,2012-03-08,NA,"59"
9701,504,1004,"",1,2012-03-08,NA,"59"
9702,504,1005,"",1,2012-03-08,NA,"60"
9703,504,1006,"",1,2012-03-08,NA,"59"
9704,504,1007,"",1,2012-03-08,NA,"59"
9705,504,1008,"",1,2012-03-08,NA,"59"
9706,504,1009,"",1,2012-03-08,NA,"59"
9707,504,1010,"",1,2012-03-08,NA,"59"
9708,504,1011,"",0,2012-03-08,2016-02-10,"60"
9709,504,1012,"",1,2012-03-08,NA,"60"
9710,504,1013,"",1,2012-03-08,NA,"59"
9711,504,1014,"",1,2012-03-08,NA,"60"
9712,504,1015,"",1,2012-03-08,NA,"59"
9713,504,1016,"",1,2012-03-08,NA,"60"
9714,504,1017,"",1,2012-03-08,NA,"60"
9715,504,1018,"",1,2012-03-08,NA,"60"
9716,504,1019,"",1,2012-03-08,NA,"59"
9717,504,1020,"",1,2012-03-08,NA,"60"
9718,504,1021,"",1,2012-03-08,NA,"60"
9719,504,1022,"",1,2012-03-08,NA,"60"
9720,504,1023,"",1,2012-03-08,NA,"59"
9721,504,1024,"",1,2012-03-08,NA,"60"
9722,504,1025,"",1,2012-03-08,NA,"60"
9723,504,1026,"",1,2012-03-08,NA,"60"
9724,504,1027,"",1,2012-03-08,NA,"60"
9725,504,1028,"",1,2012-03-08,NA,"60"
9726,504,1029,"",1,2012-03-08,NA,"60"
9727,504,1030,"",1,2012-03-08,NA,"59"
9728,504,1031,"",1,2012-03-08,NA,"59"
9729,504,1032,"",1,2012-03-08,NA,"60"
9730,504,1033,"",1,2012-03-08,NA,"59"
9731,504,1034,"",1,2012-03-08,NA,"60"
9732,504,1035,"",1,2012-03-08,NA,"60"
9733,504,1037,"",1,2012-03-08,NA,"60"
9734,504,1038,"",1,2012-03-08,NA,"60"
9735,504,1039,"",1,2012-03-08,NA,"60"
9736,504,1041,"",1,2012-03-08,NA,"60"
9737,504,1042,"",1,2012-03-08,NA,"60"
9738,504,1043,"",1,2012-03-08,NA,"60"
9739,504,1044,"",1,2012-03-08,NA,"59"
9740,504,1045,"",1,2012-03-08,NA,"59"
9741,504,1046,"",1,2012-03-08,NA,"60"
9742,504,1047,"",1,2012-03-08,NA,"60"
9743,504,1048,"",1,2012-03-08,NA,"59"
9744,504,1049,"",1,2012-03-08,NA,"59"
9745,504,1050,"",1,2012-03-08,NA,"60"
9746,504,1051,"",1,2012-03-08,NA,"60"
9747,504,1052,"",1,2012-03-08,NA,"60"
9748,504,1053,"",1,2012-03-08,NA,"60"
9749,504,1054,"",1,2012-03-08,NA,"60"
9750,504,1055,"",1,2012-03-08,NA,"59"
9751,504,1056,"",1,2012-03-08,NA,"59"
9752,504,1057,"",1,2012-03-08,NA,"59"
9753,504,1058,"",1,2012-03-08,NA,"59"
9754,504,1059,"",1,2012-03-08,NA,"59"
9755,504,1060,"",1,2012-03-08,NA,"59"
9756,504,1061,"",1,2012-03-08,NA,"60"
9757,504,1062,"",1,2012-03-08,NA,"60"
9758,504,1063,"",1,2012-03-08,NA,"60"
9759,504,1064,"",1,2012-03-08,NA,"60"
9760,504,1065,"",1,2012-03-08,NA,"60"
9761,504,1066,"",1,2012-03-08,NA,"59"
9762,504,1067,"",1,2012-03-08,NA,"59"
9763,504,1068,"",1,2012-03-08,NA,"59"
9764,504,1069,"",1,2012-03-08,NA,"59"
9765,504,1070,"",1,2012-03-08,NA,"60"
9766,504,1071,"",1,2012-03-08,NA,"59"
9767,504,1072,"",1,2012-03-08,NA,"59"
9768,504,1073,"",1,2012-03-08,NA,"60"
9771,505,1018,"For Sarracenia purpurea, the leaves grow in the shape of a pitcher.",1,2012-03-08,NA,NA
9774,509,901,"",1,2012-03-08,NA,"38"
9780,516,708,"For Eriogonum fasciculatum, the fruit is tiny and capsule-like, partially enclosed in a spent flower base (calyx), with many such spent flower bases tightly clustered together. The spent flower base changes from green to light brown or rusty brown as it dries out.",1,2012-04-10,NA,"56"
9781,390,708,"For Eriogonum fasciculatum, a fruit is considered ripe when when the spent flower base enclosing it has turned light brown or rusty brown.",1,2012-04-10,NA,"58"
9782,274,1075,"",1,2012-04-10,NA,NA
9783,274,1076,"",1,2012-04-10,NA,NA
9784,274,1077,"",1,2012-04-10,NA,NA
9785,274,1078,"",1,2012-04-10,NA,NA
9786,274,1079,"",1,2012-04-10,NA,NA
9787,274,1080,"",1,2012-04-10,NA,NA
9788,275,1075,"",1,2012-04-10,NA,NA
9789,275,1076,"",1,2012-04-10,NA,NA
9790,275,1077,"",1,2012-04-10,NA,NA
9791,275,1078,"",1,2012-04-10,NA,NA
9792,275,1079,"",1,2012-04-10,NA,NA
9793,275,1080,"",1,2012-04-10,NA,NA
9794,276,1075,"",1,2012-04-10,NA,"10"
9795,276,1076,"",1,2012-04-10,NA,"10"
9796,276,1077,"",1,2012-04-10,NA,"10"
9797,276,1078,"",1,2012-04-10,NA,"10"
9798,276,1079,"",1,2012-04-10,NA,"10"
9799,276,1080,"",1,2012-04-10,NA,"10"
9800,279,1075,"",1,2012-04-10,NA,NA
9801,279,1076,"",1,2012-04-10,NA,NA
9802,279,1077,"",1,2012-04-10,NA,NA
9803,279,1078,"",1,2012-04-10,NA,NA
9804,279,1079,"",1,2012-04-10,NA,NA
9805,279,1080,"",1,2012-04-10,NA,NA
9806,289,1075,"",1,2012-04-10,NA,NA
9807,289,1076,"",1,2012-04-10,NA,NA
9808,289,1077,"",1,2012-04-10,NA,NA
9809,289,1078,"",1,2012-04-10,NA,NA
9810,289,1079,"",1,2012-04-10,NA,NA
9811,289,1080,"",1,2012-04-10,NA,NA
9812,289,1129,"",1,2012-04-10,NA,NA
9813,289,1130,"",1,2012-04-10,NA,NA
9814,289,1131,"",1,2012-04-10,NA,NA
9815,289,1132,"",1,2012-04-10,NA,NA
9816,289,1133,"",1,2012-04-10,NA,NA
9817,289,1134,"",1,2012-04-10,NA,NA
9818,289,1135,"",1,2012-04-10,NA,NA
9819,289,1136,"",1,2012-04-10,NA,NA
9820,289,1137,"",1,2012-04-10,NA,NA
9821,289,1138,"",1,2012-04-10,NA,NA
9822,289,1139,"",1,2012-04-10,NA,NA
9823,289,1140,"",1,2012-04-10,NA,NA
9824,289,1141,"",1,2012-04-10,NA,NA
9825,289,1142,"",1,2012-04-10,NA,NA
9826,289,1143,"",1,2012-04-10,NA,NA
9827,290,1129,"",1,2012-04-10,NA,NA
9828,290,1130,"",1,2012-04-10,NA,NA
9829,290,1131,"",1,2012-04-10,NA,NA
9830,290,1132,"",1,2012-04-10,NA,NA
9831,290,1133,"",1,2012-04-10,NA,NA
9832,290,1134,"",1,2012-04-10,NA,NA
9833,290,1135,"",1,2012-04-10,NA,NA
9834,290,1136,"",1,2012-04-10,NA,NA
9835,290,1137,"",1,2012-04-10,NA,NA
9836,290,1138,"",1,2012-04-10,NA,NA
9837,290,1139,"",1,2012-04-10,NA,NA
9838,290,1140,"",1,2012-04-10,NA,NA
9839,292,1081,"",1,2012-04-10,NA,NA
9840,292,1082,"",1,2012-04-10,NA,NA
9841,292,1083,"",1,2012-04-10,NA,NA
9842,292,1084,"",1,2012-04-10,NA,NA
9843,292,1085,"",1,2012-04-10,NA,NA
9844,292,1086,"",1,2012-04-10,NA,NA
9845,292,1087,"",1,2012-04-10,NA,NA
9846,292,1088,"",1,2012-04-10,NA,NA
9847,292,1089,"",1,2012-04-10,NA,NA
9848,292,1090,"",1,2012-04-10,NA,NA
9849,292,1091,"",1,2012-04-10,NA,NA
9850,292,1092,"",1,2012-04-10,NA,NA
9851,292,1093,"",1,2012-04-10,NA,NA
9852,292,1094,"",1,2012-04-10,NA,NA
9853,292,1095,"",1,2012-04-10,NA,NA
9854,292,1096,"",1,2012-04-10,NA,NA
9855,292,1097,"",1,2012-04-10,NA,NA
9856,292,1098,"",1,2012-04-10,NA,NA
9857,292,1099,"",1,2012-04-10,NA,NA
9858,292,1100,"",1,2012-04-10,NA,NA
9859,292,1101,"",1,2012-04-10,NA,NA
9860,292,1102,"",1,2012-04-10,NA,NA
9861,292,1103,"",1,2012-04-10,NA,NA
9862,292,1104,"",1,2012-04-10,NA,NA
9863,292,1105,"",1,2012-04-10,NA,NA
9864,292,1106,"",1,2012-04-10,NA,NA
9865,292,1107,"",1,2012-04-10,NA,NA
9866,292,1108,"",1,2012-04-10,NA,NA
9867,292,1109,"",1,2012-04-10,NA,NA
9868,292,1110,"",1,2012-04-10,NA,NA
9869,292,1111,"",1,2012-04-10,NA,NA
9870,292,1112,"",1,2012-04-10,NA,NA
9871,292,1113,"",1,2012-04-10,NA,NA
9872,292,1114,"",1,2012-04-10,NA,NA
9873,292,1115,"",1,2012-04-10,NA,NA
9874,292,1116,"",1,2012-04-10,NA,NA
9875,292,1117,"",1,2012-04-10,NA,NA
9876,292,1118,"",1,2012-04-10,NA,NA
9877,292,1119,"",1,2012-04-10,NA,NA
9878,292,1120,"",1,2012-04-10,NA,NA
9879,292,1121,"",1,2012-04-10,NA,NA
9880,292,1122,"",1,2012-04-10,NA,NA
9881,292,1123,"",1,2012-04-10,NA,NA
9882,292,1124,"",1,2012-04-10,NA,NA
9883,292,1125,"",1,2012-04-10,NA,NA
9884,292,1126,"",1,2012-04-10,NA,NA
9885,292,1127,"",1,2012-04-10,NA,NA
9886,292,1128,"",1,2012-04-10,NA,NA
9887,292,1144,"",1,2012-04-10,NA,NA
9888,292,1145,"",1,2012-04-10,NA,NA
9889,292,1146,"",1,2012-04-10,NA,NA
9890,293,1081,"",1,2012-04-10,NA,NA
9891,293,1082,"",1,2012-04-10,NA,NA
9892,293,1083,"",1,2012-04-10,NA,NA
9893,293,1084,"",1,2012-04-10,NA,NA
9894,293,1085,"",1,2012-04-10,NA,NA
9895,293,1086,"",1,2012-04-10,NA,NA
9896,293,1087,"",1,2012-04-10,NA,NA
9897,293,1088,"",1,2012-04-10,NA,NA
9898,293,1089,"",1,2012-04-10,NA,NA
9899,293,1090,"",1,2012-04-10,NA,NA
9900,293,1091,"",1,2012-04-10,NA,NA
9901,293,1092,"",1,2012-04-10,NA,NA
9902,293,1093,"",1,2012-04-10,NA,NA
9903,293,1094,"",1,2012-04-10,NA,NA
9904,293,1095,"",1,2012-04-10,NA,NA
9905,293,1096,"",1,2012-04-10,NA,NA
9906,293,1097,"",1,2012-04-10,NA,NA
9907,293,1098,"",1,2012-04-10,NA,NA
9908,293,1099,"",1,2012-04-10,NA,NA
9909,293,1100,"",1,2012-04-10,NA,NA
9910,293,1101,"",1,2012-04-10,NA,NA
9911,293,1102,"",1,2012-04-10,NA,NA
9912,293,1103,"",1,2012-04-10,NA,NA
9913,293,1104,"",1,2012-04-10,NA,NA
9914,293,1105,"",1,2012-04-10,NA,NA
9915,293,1106,"",1,2012-04-10,NA,NA
9916,293,1107,"",1,2012-04-10,NA,NA
9917,293,1108,"",1,2012-04-10,NA,NA
9918,293,1109,"",1,2012-04-10,NA,NA
9919,293,1110,"",1,2012-04-10,NA,NA
9920,293,1111,"",1,2012-04-10,NA,NA
9921,293,1112,"",1,2012-04-10,NA,NA
9922,293,1113,"",1,2012-04-10,NA,NA
9923,293,1114,"",1,2012-04-10,NA,NA
9924,293,1115,"",1,2012-04-10,NA,NA
9925,293,1116,"",1,2012-04-10,NA,NA
9926,293,1117,"",1,2012-04-10,NA,NA
9927,293,1118,"",1,2012-04-10,NA,NA
9928,293,1119,"",1,2012-04-10,NA,NA
9929,293,1120,"",1,2012-04-10,NA,NA
9930,293,1121,"",1,2012-04-10,NA,NA
9931,293,1122,"",1,2012-04-10,NA,NA
9932,293,1123,"",1,2012-04-10,NA,NA
9933,293,1124,"",1,2012-04-10,NA,NA
9934,293,1125,"",1,2012-04-10,NA,NA
9935,293,1126,"",1,2012-04-10,NA,NA
9936,293,1127,"",1,2012-04-10,NA,NA
9937,293,1128,"",1,2012-04-10,NA,NA
9938,294,1088,"",1,2012-04-10,NA,NA
9939,294,1090,"",1,2012-04-10,NA,NA
9940,294,1091,"",1,2012-04-10,NA,NA
9941,294,1097,"",1,2012-04-10,NA,NA
9942,294,1098,"",1,2012-04-10,NA,NA
9943,294,1099,"",1,2012-04-10,NA,NA
9944,294,1101,"",1,2012-04-10,NA,NA
9945,294,1105,"",1,2012-04-10,NA,NA
9946,294,1108,"",1,2012-04-10,NA,NA
9947,294,1109,"",1,2012-04-10,NA,NA
9948,294,1110,"",1,2012-04-10,NA,NA
9949,294,1111,"",1,2012-04-10,NA,NA
9950,294,1117,"",1,2012-04-10,NA,NA
9951,294,1123,"",1,2012-04-10,NA,NA
9952,294,1126,"",1,2012-04-10,NA,NA
9953,294,1128,"",1,2012-04-10,NA,NA
9954,296,1081,"",1,2012-04-10,NA,NA
9955,296,1082,"",1,2012-04-10,NA,NA
9956,296,1083,"",1,2012-04-10,NA,NA
9957,296,1084,"",1,2012-04-10,NA,NA
9958,296,1085,"",1,2012-04-10,NA,NA
9959,296,1086,"",1,2012-04-10,NA,NA
9960,296,1087,"",1,2012-04-10,NA,NA
9961,296,1088,"",1,2012-04-10,NA,NA
9962,296,1089,"",1,2012-04-10,NA,NA
9963,296,1090,"",1,2012-04-10,NA,NA
9964,296,1091,"",1,2012-04-10,NA,NA
9965,296,1092,"",1,2012-04-10,NA,NA
9966,296,1093,"",1,2012-04-10,NA,NA
9967,296,1094,"",1,2012-04-10,NA,NA
9968,296,1095,"",1,2012-04-10,NA,NA
9969,296,1096,"",1,2012-04-10,NA,NA
9970,296,1097,"",1,2012-04-10,NA,NA
9971,296,1098,"",1,2012-04-10,NA,NA
9972,296,1099,"",1,2012-04-10,NA,NA
9973,296,1100,"",1,2012-04-10,NA,NA
9974,296,1101,"",1,2012-04-10,NA,NA
9975,296,1102,"",1,2012-04-10,NA,NA
9976,296,1103,"",1,2012-04-10,NA,NA
9977,296,1104,"",1,2012-04-10,NA,NA
9978,296,1105,"",1,2012-04-10,NA,NA
9979,296,1106,"",1,2012-04-10,NA,NA
9980,296,1107,"",1,2012-04-10,NA,NA
9981,296,1108,"",1,2012-04-10,NA,NA
9982,296,1109,"",1,2012-04-10,NA,NA
9983,296,1110,"",1,2012-04-10,NA,NA
9984,296,1111,"",1,2012-04-10,NA,NA
9985,296,1112,"",1,2012-04-10,NA,NA
9986,296,1113,"",1,2012-04-10,NA,NA
9987,296,1114,"",1,2012-04-10,NA,NA
9988,296,1115,"",1,2012-04-10,NA,NA
9989,296,1116,"",1,2012-04-10,NA,NA
9990,296,1117,"",1,2012-04-10,NA,NA
9991,296,1118,"",1,2012-04-10,NA,NA
9992,296,1119,"",1,2012-04-10,NA,NA
9993,296,1120,"",1,2012-04-10,NA,NA
9994,296,1121,"",1,2012-04-10,NA,NA
9995,296,1122,"",1,2012-04-10,NA,NA
9996,296,1123,"",1,2012-04-10,NA,NA
9997,296,1124,"",1,2012-04-10,NA,NA
9998,296,1125,"",1,2012-04-10,NA,NA
9999,296,1126,"",1,2012-04-10,NA,NA
10000,296,1127,"",1,2012-04-10,NA,NA
10001,296,1128,"",1,2012-04-10,NA,NA
10002,296,1141,"",1,2012-04-10,NA,NA
10003,296,1142,"",1,2012-04-10,NA,NA
10004,296,1143,"",1,2012-04-10,NA,NA
10005,297,1081,"",1,2012-04-10,NA,NA
10006,297,1082,"",1,2012-04-10,NA,NA
10007,297,1083,"",1,2012-04-10,NA,NA
10008,297,1084,"",1,2012-04-10,NA,NA
10009,297,1085,"",1,2012-04-10,NA,NA
10010,297,1086,"",1,2012-04-10,NA,NA
10011,297,1088,"",1,2012-04-10,NA,NA
10012,297,1089,"",1,2012-04-10,NA,NA
10013,297,1090,"",1,2012-04-10,NA,NA
10014,297,1091,"",1,2012-04-10,NA,NA
10015,297,1093,"",1,2012-04-10,NA,NA
10016,297,1095,"",1,2012-04-10,NA,NA
10017,297,1096,"",1,2012-04-10,NA,NA
10018,297,1097,"",1,2012-04-10,NA,NA
10019,297,1098,"",1,2012-04-10,NA,NA
10020,297,1099,"",1,2012-04-10,NA,NA
10021,297,1100,"",1,2012-04-10,NA,NA
10022,297,1101,"",1,2012-04-10,NA,NA
10023,297,1102,"",1,2012-04-10,NA,NA
10024,297,1104,"",1,2012-04-10,NA,NA
10025,297,1105,"",1,2012-04-10,NA,NA
10026,297,1108,"",1,2012-04-10,NA,NA
10027,297,1109,"",1,2012-04-10,NA,NA
10028,297,1110,"",1,2012-04-10,NA,NA
10029,297,1111,"",1,2012-04-10,NA,NA
10030,297,1112,"",1,2012-04-10,NA,NA
10031,297,1113,"",1,2012-04-10,NA,NA
10032,297,1114,"",1,2012-04-10,NA,NA
10033,297,1116,"",1,2012-04-10,NA,NA
10034,297,1117,"",1,2012-04-10,NA,NA
10035,297,1118,"",1,2012-04-10,NA,NA
10036,297,1119,"",1,2012-04-10,NA,NA
10037,297,1120,"",1,2012-04-10,NA,NA
10038,297,1122,"",1,2012-04-10,NA,NA
10039,297,1123,"",1,2012-04-10,NA,NA
10040,297,1124,"",1,2012-04-10,NA,NA
10041,297,1125,"",1,2012-04-10,NA,NA
10042,297,1126,"",1,2012-04-10,NA,NA
10043,297,1128,"",1,2012-04-10,NA,NA
10044,310,1083,"",1,2012-04-10,NA,NA
10045,310,1090,"",1,2012-04-10,NA,NA
10046,310,1091,"",1,2012-04-10,NA,NA
10047,310,1096,"",1,2012-04-10,NA,NA
10048,310,1097,"",1,2012-04-10,NA,NA
10049,310,1098,"",1,2012-04-10,NA,NA
10050,310,1099,"",1,2012-04-10,NA,NA
10051,310,1101,"",1,2012-04-10,NA,NA
10052,310,1105,"",1,2012-04-10,NA,NA
10053,310,1108,"",1,2012-04-10,NA,NA
10054,310,1109,"",1,2012-04-10,NA,NA
10055,310,1110,"",1,2012-04-10,NA,NA
10056,310,1111,"",1,2012-04-10,NA,NA
10057,310,1112,"",1,2012-04-10,NA,NA
10058,310,1113,"",1,2012-04-10,NA,NA
10059,310,1117,"",1,2012-04-10,NA,NA
10060,310,1118,"",1,2012-04-10,NA,NA
10061,310,1123,"",1,2012-04-10,NA,NA
10062,310,1126,"",1,2012-04-10,NA,NA
10063,310,1128,"",0,2012-04-10,2017-02-05,NA
10064,310,1144,"",1,2012-04-10,NA,NA
10065,310,1145,"",1,2012-04-10,NA,NA
10066,310,1146,"",1,2012-04-10,NA,NA
10067,311,1083,"",1,2012-04-10,NA,NA
10068,311,1096,"",1,2012-04-10,NA,NA
10069,311,1144,"",1,2012-04-10,NA,NA
10070,311,1145,"",1,2012-04-10,NA,NA
10071,311,1146,"For red squirrels, this may also include conifer cones and mushrooms.",1,2012-04-10,NA,NA
10072,312,1088,"",1,2012-04-10,NA,NA
10073,312,1089,"",1,2012-04-10,NA,NA
10074,312,1119,"",1,2012-04-10,NA,NA
10075,312,1120,"",1,2012-04-10,NA,NA
10076,312,1123,"",1,2012-04-10,NA,NA
10077,312,1129,"",1,2012-04-10,NA,NA
10078,312,1130,"",1,2012-04-10,NA,NA
10079,312,1131,"",1,2012-04-10,NA,NA
10080,312,1132,"",1,2012-04-10,NA,NA
10081,312,1133,"",1,2012-04-10,NA,NA
10082,312,1134,"",1,2012-04-10,NA,NA
10083,312,1135,"",1,2012-04-10,NA,NA
10084,312,1136,"",1,2012-04-10,NA,NA
10085,312,1137,"",1,2012-04-10,NA,NA
10086,312,1138,"",1,2012-04-10,NA,NA
10087,312,1139,"",1,2012-04-10,NA,NA
10088,312,1141,"",1,2012-04-10,NA,NA
10089,312,1142,"",1,2012-04-10,NA,NA
10090,312,1143,"",1,2012-04-10,NA,NA
10091,315,1081,"",1,2012-04-10,NA,NA
10092,315,1082,"",1,2012-04-10,NA,NA
10093,315,1083,"",1,2012-04-10,NA,NA
10094,315,1084,"",1,2012-04-10,NA,NA
10095,315,1085,"",1,2012-04-10,NA,NA
10096,315,1086,"",1,2012-04-10,NA,NA
10097,315,1087,"",1,2012-04-10,NA,NA
10098,315,1088,"",1,2012-04-10,NA,NA
10099,315,1089,"",1,2012-04-10,NA,NA
10100,315,1090,"",1,2012-04-10,NA,NA
10101,315,1091,"",1,2012-04-10,NA,NA
10102,315,1092,"",1,2012-04-10,NA,NA
10103,315,1093,"",1,2012-04-10,NA,NA
10104,315,1094,"",1,2012-04-10,NA,NA
10105,315,1095,"",1,2012-04-10,NA,NA
10106,315,1096,"",1,2012-04-10,NA,NA
10107,315,1097,"",1,2012-04-10,NA,NA
10108,315,1098,"",1,2012-04-10,NA,NA
10109,315,1099,"",1,2012-04-10,NA,NA
10110,315,1100,"",1,2012-04-10,NA,NA
10111,315,1101,"",1,2012-04-10,NA,NA
10112,315,1102,"",1,2012-04-10,NA,NA
10113,315,1103,"",1,2012-04-10,NA,NA
10114,315,1104,"",1,2012-04-10,NA,NA
10115,315,1105,"",1,2012-04-10,NA,NA
10116,315,1106,"",1,2012-04-10,NA,NA
10117,315,1107,"",1,2012-04-10,NA,NA
10118,315,1108,"",1,2012-04-10,NA,NA
10119,315,1109,"",1,2012-04-10,NA,NA
10120,315,1110,"",1,2012-04-10,NA,NA
10121,315,1111,"",1,2012-04-10,NA,NA
10122,315,1112,"",1,2012-04-10,NA,NA
10123,315,1113,"",1,2012-04-10,NA,NA
10124,315,1114,"",1,2012-04-10,NA,NA
10125,315,1115,"",1,2012-04-10,NA,NA
10126,315,1116,"",1,2012-04-10,NA,NA
10127,315,1117,"",1,2012-04-10,NA,NA
10128,315,1118,"",1,2012-04-10,NA,NA
10129,315,1119,"",1,2012-04-10,NA,NA
10130,315,1120,"",1,2012-04-10,NA,NA
10131,315,1121,"",1,2012-04-10,NA,NA
10132,315,1122,"",1,2012-04-10,NA,NA
10133,315,1123,"",1,2012-04-10,NA,NA
10134,315,1124,"",1,2012-04-10,NA,NA
10135,315,1125,"",1,2012-04-10,NA,NA
10136,315,1126,"",1,2012-04-10,NA,NA
10137,315,1127,"",1,2012-04-10,NA,NA
10138,315,1128,"",1,2012-04-10,NA,NA
10139,315,1144,"",1,2012-04-10,NA,NA
10140,315,1145,"",1,2012-04-10,NA,NA
10141,315,1146,"",1,2012-04-10,NA,NA
10142,327,1129,"",1,2012-04-10,NA,NA
10143,327,1130,"",1,2012-04-10,NA,NA
10144,327,1131,"",1,2012-04-10,NA,NA
10145,327,1132,"",1,2012-04-10,NA,NA
10146,327,1133,"",1,2012-04-10,NA,NA
10147,327,1134,"",1,2012-04-10,NA,NA
10148,327,1135,"",1,2012-04-10,NA,NA
10149,327,1136,"",1,2012-04-10,NA,NA
10150,327,1137,"",1,2012-04-10,NA,NA
10151,327,1138,"",1,2012-04-10,NA,NA
10152,327,1139,"",1,2012-04-10,NA,NA
10153,327,1140,"",1,2012-04-10,NA,NA
10154,327,1141,"",1,2012-04-10,NA,NA
10155,327,1142,"",1,2012-04-10,NA,NA
10156,327,1143,"",1,2012-04-10,NA,NA
10157,330,1129,"",1,2012-04-10,NA,NA
10158,330,1130,"",1,2012-04-10,NA,NA
10159,330,1131,"",1,2012-04-10,NA,NA
10160,330,1132,"",1,2012-04-10,NA,NA
10161,330,1133,"",1,2012-04-10,NA,NA
10162,330,1134,"",1,2012-04-10,NA,NA
10163,330,1135,"",1,2012-04-10,NA,NA
10164,330,1136,"",1,2012-04-10,NA,NA
10165,330,1137,"",1,2012-04-10,NA,NA
10166,330,1138,"",1,2012-04-10,NA,NA
10167,330,1139,"",1,2012-04-10,NA,NA
10168,333,1129,"",0,2012-04-10,2020-02-16,NA
10169,333,1130,"",0,2012-04-10,2020-02-16,NA
10170,333,1131,"",0,2012-04-10,2020-02-16,NA
10171,333,1132,"",0,2012-04-10,2020-02-16,NA
10172,333,1133,"",0,2012-04-10,2020-02-16,NA
10173,333,1134,"",0,2012-04-10,2020-02-16,NA
10174,333,1135,"",0,2012-04-10,2020-02-16,NA
10175,333,1136,"",0,2012-04-10,2020-02-16,NA
10176,333,1137,"",0,2012-04-10,2020-02-16,NA
10177,333,1138,"",0,2012-04-10,2020-02-16,NA
10178,333,1139,"",0,2012-04-10,2020-02-16,NA
10179,336,1129,"",1,2012-04-10,NA,NA
10180,336,1130,"",1,2012-04-10,NA,NA
10181,336,1131,"",1,2012-04-10,NA,NA
10182,336,1132,"",1,2012-04-10,NA,NA
10183,336,1133,"",1,2012-04-10,NA,NA
10184,336,1134,"",1,2012-04-10,NA,NA
10185,336,1135,"",1,2012-04-10,NA,NA
10186,336,1136,"",1,2012-04-10,NA,NA
10187,336,1137,"",1,2012-04-10,NA,NA
10188,336,1138,"",1,2012-04-10,NA,NA
10189,336,1139,"",1,2012-04-10,NA,NA
10190,344,1144,"",1,2012-04-10,NA,NA
10191,344,1145,"",1,2012-04-10,NA,NA
10192,344,1146,"",1,2012-04-10,NA,NA
10193,349,1140,"",1,2012-04-10,NA,NA
10194,350,1140,"",1,2012-04-10,NA,NA
10195,354,1140,"",1,2012-04-10,NA,NA
10196,444,1133,"",1,2012-04-10,NA,NA
10197,444,1135,"",1,2012-04-10,NA,NA
10198,445,1075,"",1,2012-04-10,NA,NA
10199,445,1076,"",1,2012-04-10,NA,NA
10200,445,1077,"",1,2012-04-10,NA,NA
10201,445,1078,"",1,2012-04-10,NA,NA
10202,445,1079,"",1,2012-04-10,NA,NA
10203,445,1080,"",1,2012-04-10,NA,NA
10204,445,1140,"",0,2012-04-10,2021-01-31,NA
10205,446,1081,"",0,2012-04-10,2017-02-05,NA
10206,446,1082,"",0,2012-04-10,2017-02-05,NA
10207,446,1083,"",0,2012-04-10,2017-02-05,NA
10208,446,1084,"",0,2012-04-10,2017-02-05,NA
10209,446,1085,"",0,2012-04-10,2017-02-05,NA
10210,446,1086,"",0,2012-04-10,2017-02-05,NA
10211,446,1087,"",0,2012-04-10,2017-02-05,NA
10212,446,1088,"",0,2012-04-10,2017-02-05,NA
10213,446,1089,"",0,2012-04-10,2017-02-05,NA
10214,446,1090,"",0,2012-04-10,2017-02-05,NA
10215,446,1091,"",0,2012-04-10,2017-02-05,NA
10216,446,1092,"",0,2012-04-10,2017-02-05,NA
10217,446,1093,"",0,2012-04-10,2017-02-05,NA
10218,446,1094,"",0,2012-04-10,2017-02-05,NA
10219,446,1095,"",0,2012-04-10,2017-02-05,NA
10220,446,1096,"",0,2012-04-10,2017-02-05,NA
10221,446,1097,"",0,2012-04-10,2017-02-05,NA
10222,446,1098,"",0,2012-04-10,2017-02-05,NA
